NameKlinik,Titel,DatumBewertung,Fachbereich,Erfahrungsbericht,Gesamtzufriedenheit,QualitätBeratung,MedizBehandlung,VerwaltungAblaeufe
Klinik Fallingbostel,"Es gibt immer positives und negatives, nur sollte es sich die Waage halten",25.07.2016,Kardiologie,"die Klinik ist sehr schön gelegen, die Zimmerausstattung ist gut und praktisch. Alle Abteilungen sind übersichtlich angeordnet.Die Mahlzeiten kann man sich an einem großen Buffet zusammenstellen,auch gibt es im Speisesaal keine feste Platzzuweisung, was sehr angenehm ist. Das Reinigungspersonal ist sehr bemüht alles sauber zu halten,der Ton ist manchmal etwas hart.
Leider gibt es auch Kritik, so z.B.einige Assistenzärzte, die sich in der deutschen Umgangssprache nicht gut zurecht finden, was dann sehr unsicher wirkt, auch das während des Patienten/Arzt Gesprächs der Assistenzarzt zum Oberarzt geht und nachfragt,ob die Medikation richtig ist, verunsichert doch sehr. Auch die Kommunikation zwischen Assistenzarzt und Schwester funktioniert nicht immer. Was meiner Meinung garnicht geht, ist, wenn die Bereitschaftsärztin eine Behandlung ablehnt, mit dem Grund, daß sie den Patienten nicht kennt und ihn weg schickt mit dem Rat sich doch am nächsten morgen bei dem Bezugsarzt zu melden.Ich meine in einer Klinik, wo so kranke Menschen sind,ist es doch recht fahrlässig so zu handeln.",star-4,star-6,star-4,star-4
Klinik Fallingbostel,Gute Klinik mit fast keinen Schwächen,14.07.2016,Kardiologie,"Eine gut organisierte Klinik.Ärzte und Schwestern kompetent und jederzeit ansprechbar.
Sporttherapie, Seminare und Massagen und ähnliche Anwendungen waren gut. Und die Therapeuten in diesen Bereichen sind sehr kompetent.
Hier in der Klinik gibt es noch eine Küche wo zum grössten Teil frisch zubereitet wird.
An der Qualität und am Geschmack gibt es nichts zu mecken.
Die Zimmer sind Standart,grösstenteils mit Balkon.
Einer grossen Dusche mit WC.Fernsehen,Telefon und Internetanschluss.
Jeden Werktag werden die Zimmer gereinigt und zweimal die Woche Handtücherservice.
Wenn man etwas bemängeln will , sind das die Gebühren für das Fernsehen. Ich war schon in vielen REHA einrichtungen ,aber das gab es noch nirgendwo. 1€ pro Tag .
Das Internet ist sehr langsam, erinnert mich stark an die Zeiten eines 56K Modem.Dabei spielt es keine Rolle ob mit Kabel oder Wlan.20€ bezahlt man für einen 3 Wochenaufenthalt.
Für Telefon auch 1 € am Tag, da kommen dann noch die Gebühren dazu. Aber in Zeiten des Handy braucht man das ja nicht.",star-4,star-4,star-6,star-6
Klinik Fallingbostel,Schöne Klinik...habe mich dort gut erholt,30.06.2016,Kardiologie,"Eine gut organisierte Klinik in schöner Umgebung.Ärzte und Schwestern kompetent und jederzeit ansprechbar.Schöne Zimmer, leider ohne Kühlschrank.Seminarangebot ebenfalls gut.Schöne Cafeteria....Kantine/Essen gut.Ich habe mich nach meiner Bypass Operation dort gut erholt.Fernsehen und Telefon muss extra bezahlt werden...nicht so gut.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Einfach Super,15.06.2016,Kardiologie,"Freundliches Personal,kompentente Ärzte-nette Therapeuten.
Sehr sauber.
Ein Ort zum fit werden und erholen",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Alles SUPER !,04.05.2016,Kardiologie,"Super Reha-Klinik !
Angefangen bei den Ärzten, Betreuung, Essen, Umgebung, hier passte einfach alles !",star-6,star-6,star-0,star-0
Klinik Fallingbostel,med. Betreuung Glücksspiel,21.04.2016,Kardiologie,"4 Kompetenzärzten stehen 8 ausschl. ausländische Assistenzärzte gegenüber. Bei 2 Ass.-Ärzten waren
gravierende Kenntnismängel offenbar, was dazu führte, daß ich zur Halbzeit meiner Reha meine betreuende Ass.-Ärztin ablehnte und fortan v. d. Chefärztin betreut wurde. Von anderen Patienten sind mir ähnliche Erfahrungen geläufig. Die ärztliche Betreuung ähnelt einem Glücksspiel.
Als Patient ist es auch in dieser Klink von Vor-teil, ständig ""auf Empfang"" zu sein, um Mängel beim Informationfluß nach Möglichkeit zu beseiti-
gen. Die Therapeutische Abteilung räumt mit Recht
bei den Beurteilungen alle Pokale ab und aus-
namslos alle Schwestern erbrachten, manchmal am
Limit der Belastung, stets kompetente Leistungen,
verbunden auch mit angemessener, menschliche Wär-
me. Hierfür ein großes DANKESCHÖN. Das Hygiene-
Verständnis der Mitarbeiterinnen im Speisesaal
ist sehr begrenzt; völlig bedenkenlos verbreiten
sie, ohne jedes Schuldbewußtsein, Keime auf Lebensmittel und Geschirr. Ein deutlicher Gedankenaustausch mit einem ltd. Mitarbeiter der
Klink erbrachte keine Änderung. Für nicht unbedenklich halte ich es auch, daß Mitarbeiter aus der Verwaltung den Weg durch die Küche als Abkürzung nehmen. Ob das den Anforderungen an die
HACCP entspricht, mag jeder selbst beurteilen.
Ob die Klinikverwaltung, einschl. dem Geschäfts-
führer, bereit ist, verschd. Mißstände abzustel-
len, bezweifel ich. So wird z.B. toleriert, daß
ausl. Patienten ihre hochwertigen Mietwagen auf
den Behindertenparkplätzen abstellen. Ein Ersatzangebot für den tatsächlich Berechtigten
bleibt dann achselzuckend aus. Auch ich war wegen eines Novovirus-Infekts zwei Tage isoliert.
Die Bemühungen der Klink, die Handhygiene bei den Patienten und Besuchern konsequenter durchzusetzen, war eher halbherzig. Auf meiner Etage gab es ständig neue Isolationszimmer.
Fazit: Gesundheitsvor- und Nachsorge darf nicht
am Limit fahren. Dieses Land ist reich genug, eine bessere Versorgung zu ermöglichen.",star-2,star-0,star-0,star-4
Klinik Fallingbostel,Inkompetenz,11.04.2016,Kardiologie,"Leider war die Betreuung durch eine völlig überforderte Assistenzärztin mangelhaft.
Erst am letzten Tag habe ich erfahren, dass das Langzeit EKG besorgniserregende Ergebnisse geliefert hatte, obwohl die Ergebnisse schon eine Woche vorlagen. Ich solle mir einen Kardiologen suchen, der mich richtig einstellt. Bitte sehr, wozu gehe ich denn in eine Reha?

Dieses verhagelt die ganze Bewertung.

Sporttherapie, Seminare und Massagen und ähnliche Anwendungen waren gut. Und die Therapeuten in diesen Bereichen sind sehr kompetent.

Essen ist okay. Das Kochseminar war sehr gut. Ich habe gelernt, dass man Bratkartoffeln ohne Fett machen kann und trotzdem gut schmecken. Die Ernährungsberatung gibt auch eigene Kochbücher heraus.

Gut ist, dass die Klinik auch ein Angehörigenseminar anbietet. Dieses Seminar ist für den Angehörigen umsonst und umfasst mehrere Vorträge. Der Angehörige wohnt in der Zeit mit im Patientenzimmer und nimmt an allen Mahlzeiten teil.",star-0,star-2,star-6,star-0
Klinik Fallingbostel,Gute therapeutische Abteilung,16.03.2016,Kardiologie,"Therapeutische Abteilung sehr gut. Ein freundliches und fachspezifischen Auftreten. Ärzte und Schwestern gut,es war eine gute Betreuung in den drei Wochen gegeben. Essen und Trinken war auch gut.Ganz besonders Gut waren die Kochkurse und Ernährungsberatung. Verwaltung war bis zum vorletzten Tag zufriedenstellend aber bei auswrgewohnlichen Situationen wurde ich im Regen stehen gelassen und musste alles selber regeln. Zimmer sind dem Altersdurchschnitt der Patienten angemessen.",star-4,star-4,star-6,star-6
Klinik Fallingbostel,Rundum sorglos,13.03.2016,Kardiologie,Bei mir persönlich: Sehr gute Therapieangebote. Sehr persönlicher und freundlicher Umgang mit mir als Patienten. Mein Oberarzt war überaus engagiert. Tolle Lage.,star-6,star-6,star-4,star-6
Klinik Fallingbostel,Gut aufgehoben,09.03.2016,Kardiologie,"Moin,

die Klinik liegt ruhig und doch zentral zum Ortskern. Ca. 10min zu Fuß.
Man hört manchmal den Truppenübungsplatz. War aber selten in den 4 Wochen.

- Empfang sehr freundlich
- Man bekommt persönlich das Zimmer gezeigt. Nicht mobilen Patienten wird beim Gepäck geholfen.
- Speisesaal könnte mal renoviert werden.
Schaukästen zum orientieren der Portionsgrößen wenn man auf seine Essenmenge achten möchte, sollte. Es steht aber keiner da und kontrolliert.
- Leider stehen die Ärzte wohl ein wenig unter Zeitdruck. ( Es waren aber auch ein paar Ärzte krank)Man muss nachhaken.
- Therapeuten und medizinisches Personal freundlich und hilfsbereit. Kennen die Patienten schnell beim Namen. Das schafft Vertrauen.
- Gewichtsberatung sehr gut und informativ.
- Kochkurs sehr gut.
- Psychologische Beratung sehr gut.
- Abends eher ruhig. Man kann zur Ruhe kommen und mal wieder ein gutes Buch lesen etc.

Das sind meine Eindrücke in Kurzform. Wie immer im Leben gibt es 2 Seiten der Medaille. Aber man sollte sich einfach auf so eine Reha einlassen. Sie findet ja nach einem wesentlichen Eingriff in unser Leben statt. Infarkt, OP.... usw.

Jeder sollte wenn er hier weggeht das Ziel haben hierher nicht als Patient zurück zu kommen.
Wenn das eintrifft hat die Klinik und der Patient alles richtig gemacht.

Gruß M.B.",star-6,star-6,star-0,star-2
Klinik Fallingbostel,Nicht nochmal!,25.02.2016,Kardiologie,"Ich schließe mal am vorausgegangen Bericht meiner Mutter an um punktuell (es ist einfach zu viel komplett schief gelaufen)präziser zu erklären da ich selbst in der Medizin tätig bin.
Meine Oma war bereits mehrfach in der Klinik, dort war sie noch fit und die Klinik hat ihr geholfen.
Die ersten Tage wurden die Diuretika vergessen was bereits deutlich an Knöchelödemen und einer Gewichtszunahme auszumachen war. Diese Gewicht - und blutdrucktabelle wird angeblich täglich kontrolliert, erst als darauf aufmerksam gemacht wurde geschah etwas.
Der Zustand meiner Oma verschlechterte sich zunehmend, sie klagte über Armschmerzen sowie Bruststechen woraufhin der Arzt ihr Rheumabäder verordnete, ihre Brust war von der OP noch komplett geklammert und zusätzlich hat sie einen Ulcus, darf also nicht Baden! Gut das meine Großmutter auch hier mal wieder aufgepasst hat! Als sie Fieber u Grippesymptome entwickelte wurde 2 Tage nicht bemerkt das keine Tabletteneinnahme erfolgte, mehrfach wies meine Oma auf ihren Zustand hin und bat darum,ihr Essen auf dem Zimmer einnehmen zu dürfen da sie den Weg nach unten nicht bewältigen konnte, dieses war nur mit Zähneknirschen möglich. Auf die Frage Brühe u Toast bekommen zu können wurde geantwortet es wäre nicht Aufgabe der Schwestern für das Essen zu sorgen - ist ein kurzer Anruf in der Küche zuviel verlangt? Niemand isst Vollkornbrötchen und Salami bei Grippe!Nachdem ich erst abends das telefonische Gespräch mit den Schwester suchte,vergebens, ging ich am nächsten Tag zur Ärztin die erschrocken über den Zustand war. Zumindest konnte dann Suppe und Brühe gebracht werden und das Mörsern der Tabletten war dann auch kein Problem mehr.
Im großen und ganzen wurde viel zu spät reagiert, sodass sie am kommenden Tag abends mit wehenden Fahnen ins nächste Kh verlegt wurde -zum Glück!Eine Klinik sollte sich ihren Patienten individuell anpassen können u ihre Schwerpunkt auch korrekt einhalten können. Um ein Gespräch mit der Leitung wird noch gebeten.",star-0,star-2,star-0,star-4
Klinik Fallingbostel,Nie wieder diese Klink,18.02.2016,Kardiologie,"Nie wieder diese Klinik
Meine Schwiegermutter war nach Herzklappen OP davor missglückter Mitraclip für 3 Wochen dort.Tabletten wurden vergessen.Nach fast 1,5 Wochen wurde endlich festgestellt das Sie totalen Eisenmangel hat.Es wurde nicht bemerkt das Sie 2 Tage keine Tabletten genommen hat und viel zu wenig getrunken hatte.wir haben immer wieder im Schwesternzimmer bescheid gesagt das es Ihr nicht gut geht.Aber dort war angeblich nichts bekannt.Angeblich sind sowohl die Schwestern als auch die Reinigung Täglich im Zimmer und melden Auffälligkeiten.Aber niemand hat bemerkt das es nach Erbrochenem gestunken hat,was die letzten tage auch noch dazu kam.Meine Schwiegermutter wurde aus der Klinik direkt ins KH gebracht.Dort erholt sie sich jetzt von dieser Reha.Im KH in Bremen nach der OP ging es ihr besser als vor der Reha",star-0,star-2,star-6,star-4
Klinik Fallingbostel,Super Rehaklinik,18.02.2016,Lungenheilkunde,"Diese Rehaklinik kann man nur weiterempfehlen. Mein Mann war dort 3 Wochen zur Reha und ich war mit als Begleitperson. Es hat alles gepaßt. Ärzte super, Therapeuten perfekt und das Essen. Man kann alles nur loben. Er würde sofort wieder dort eine Reha machen.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,In 4 Wochen fast zurück in mein Leben,18.02.2016,Kardiologie,"Reha vom 11.01.-09.02.2016
Ich wurde super herzlich und freundlich an der Rezeption in Empfang genommen und fühlte mich sofort ""richtig"" (Dank an Frau Brüggemann). Beim Arztgespräch wurde explizit auf meine persönliche Krankengeschichte eingegangen und entsprechend vorausgeplant (Dank an Dr. Leusing u. Fr. Dr. Khloyan). In der therapeutischen Abteilung waren alle hilfsbereit und Termine ließen sich problemlos verschieben soweit möglich. Herzlichen Dank an alle Therapeuten und Angestellten, die mit Witz und Charme für die Patienten da waren (besonderen Dank an Herrn Rahn, für seine unbürokratische Hilfe in mehreren Fällen und nicht zu vergessen seine goldenen Hände).
Auch das Personal in der mediz. Abteilung war immer freundlich und hatte ein offenes Ohr, wenn man ein Anliegen hatte. Mir persönlich ist NIEMAND begegnet, der muffelig oder inkompetent gewirkt hat. Die Freundlichkeit zog sich durch alle Abteilungen, inkl. Hausmeister, Küche, Cafeteria, Reinigung. Das Essen (nicht ganz unwesentlich) wurde zu allen 3 Mahlzeiten als umfangreiches und abwechslungsreiches Buffet gereicht und es war immer für jeden etwas dabei. Wer darüber klagt, klagt auf hohem Niveau. MIR haben die 4 Wochen soo unglaublich gut getan, dass ich dankbar zurückblicke und die Klinik nur wärmstens empfehlen kann.",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Patientenbericht nach 3 Wochen Reha,02.01.2016,Lungenheilkunde,"sehr gute professionelle medizinische Betruung
sehr gutes Essen
moderne Zimmer",star-6,star-4,star-6,star-6
Klinik Fallingbostel,Jederzeit wieder !!!!,17.11.2015,Lungenheilkunde,"Top Ärzteteam, super Pflegepersonal , ausgezeichnete Therapeuten.

Ich war mit der Betreuung rundum zufrieden.

Das Essen war gut wobei es auch schwächen gibt aber das hat man ja überall einmal hier war es z.B. das Kartoffelpüree. Ich finde das muss nicht aus der Packung kommen da ist ein frisch zubereitetes doch allemal besser.

Die Öffnungszeiten der Cafeteria könnten überdacht werden .

Das Angebot zwecks Unterhaltung am Abend war doch mehr für 60/70 + ausgelegt da sollte dran gearbeitet werden.

Das Gesamturteil ist für mich jedenfalls eine
zwei plus-plus.

Jederzeit wieder und D A N K E !!! für alles",star-6,star-6,star-6,star-6
Klinik Fallingbostel,Bad Fallingbostel-Eine Klinik mit Herz,13.11.2015,Kardiologie,"Eine sehr gute und informative Rundum Betreuung während des gesamten Aufenthaltes.
Umfangreiches Angebot ohne Druck und Zwang.
Sportliche Einteilung nach Individueller Bewertung durch die Ärzte.
Ein Super klasse abwechselungsreiches Essensangebot.
Immer freundliches Personal.
Ganz toller Kaffeeservive.Dort hab ich mich immer besonders wohl gefühlt.
Vortragsreihen waren sehr informativ.
Hilfestellung in allen Bereichen wurde stets geboten.
Auch das Freizeitangebot im Sommer ist nicht unattraktiv.
Alles in Allem hat mir die Reha Gesundheitlich
und auch psychologisch viel in Bezug auf meine koronare Herzerkrankung und dem zukünftlichen Umgang mit Dieser gelehrt.",star-6,star-6,star-6,star-4
Klinik Fallingbostel,Erholung und Stärkung,30.10.2015,Kardiologie,"Man ist üblicherweise in dieser Klinik zur Rehabilitation nach einer Operation. Und so ist diese Klinik quasi ein bischen Wellness-Hotel und zugleich Krankenhaus. Man bekommt dort die Umgebung und Sicherheit die man braucht sich zu erholen. Dazu zählen eben auch u.a. körperliche Betätigungen, soweit es die Einschränkungen zulassen, um somit wieder fitt zu werden.
Diverse Angebot zur Erholung und Änderungen des Lebenssituation sind abrufbar. Das Essen ist gut vielfältig und selbsttätig zusammenstellbar.",star-6,star-4,star-2,star-6
Klinik Fallingbostel,Rhea in der Klinik Fallingbostel,08.10.2015,Kardiologie,"Ich fühlte mich sehr gut aufgehoben in der Klinik Fallingbostel. Die Therapeuten geben sich sehr viel Mühe und sind immer sehr Freundlich, immer wieder Ratschläge. Zum Mittagessen gibt es immer 3 Gerichte, eins Speziell für Herzpatienten (Herzschonend, Fettarm). Ein Gericht für Normale Patienten (mit Fett), Ein Vegetarisches Gericht. Die Organisation in der Küche klappt immer Reibungslos. Dass Essen schmeckt auch sehr Gut, für Herzpatienten natürlich Salzarm, ist Gewöhnungsbedürftig. Das Küchenpersonal ist immer sehr freundlich und Hilfsbereit.

Ich fühlte mich bei meinem behandelnden Arzt nicht so gut aufgehoben, alles etwas Kühl, man wurde schnell behandelt, konnte kaum Fragen stellen. Ich konnte den Arzt auch manchmal sehr Schlecht verstehen!

Sehr gut waren die Vorträge von den Ärzten (Chefarzt), Psychologen und Ernährungsberatern, hier hat man viel neues erfahren.

Was ich jedem empfehlen kann, einen Kochkurs mit zu machen.

Was ich auch sehr gut fand (positiv), das Wochenendseminar für Angehörige, von Donnerstag bis Sonntag, hier erfahren die Angehörigen viel über die Krankheit.

Die ganze Klinik ist sehr gut aufgebaut, Anwendungsbereich, Bereich Schwestern und Ärzte sowie Essbereich.

Die Cafeteria ist auch sehr gut, die Preise sind sehr moderat nicht zu Teuer.

Im großen und ganzen hat mir die Reha sehr gut getan, ich wurde für meine Verhältnis wieder relativ Fit gemacht.
Wenn ich zurück denke, als ich nach dem Infarkt in die Reha ging konnte ich nicht sehr viel machen, nach der Reha konnte ich schon wesentlich mehr machen. Hier auch ein Dank an die Therapeuten.
Die Anwendungen bringen schon sehr viel, es geht aber alles Langsam. Keine Hauruck Methoden, was ich sehr angenehm empfand.",star-4,star-4,star-6,star-6
